Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
7171.3,RIJNHUIZEN,"Vos, Gerrit Reyndertsz.",650,"",1736,Rotterdam,Delft,14-01-1743,Batavia,22-07-1743,12-09-1743,31-12-1743,Rammekens,Rotterdam Delft,The RIJNHUIZEN did not call at the Cape but at False Bay. Arrival at Texel: 05-04-1744.,"{""Seafarers""=>{""I""=>78, ""II""=>13, ""III""=>9, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7172.4,VREELAND,"Verdoes, Arie",650,"",1735,Amsterdam,Enkhuizen,14-01-1743,Batavia,28-05-1743,12-06-1743,30-10-1743,Texel,Hoorn Enkhuizen,"","{""Seafarers""=>{""I""=>77, ""II""=>13, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7173.1,HECTOR,"Raay, Jan","",hoeker,"","",Amsterdam,03-02-1743,The Cape,"",(03-02-1743),10-06-1743,Texel,"","","{""Total""=>{""I""=>29, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7174.2,HOF VAN DELFT,"Duinen, Jakob van",850,"",1739,Delft,Amsterdam,05-04-1743,Batavia,22-06-1743,11-08-1743,19-11-1743,Rammekens,Amsterdam,"The HOP VAN DELFT was laid up in Zeeland; on 05-04-1744, it arrived at Texel.","{""Seafarers""=>{""I""=>80, ""II""=>7, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7175.1,LEEUWERIK,"Gerritsz., Hendrik",650,"",1741,Amsterdam,Amsterdam,05-04-1743,Batavia,21-06-1743,04-08-1743,16-11-1743,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>80, ""II""=>4, ""III""=>15, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7176.1,ANNA,"Blom, Christoffel",600,"",1741,Amsterdam,Amsterdam,05-07-1743,Batavia,10-10-1743,28-10-1743,06-04-1744,Texel,Amsterdam,On 05-02-1744 the ANNA called at Plymouth.,"{""Total""=>{""I""=>70, ""II""=>0, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7177.1,DOMBURG,"Arras, Jan van",850,"",1740,Zeeland,Amsterdam,17-10-1743,Batavia,12-01-1744,12-03-1744,04-07-1744,Texel,Amsterdam,"Commandeur of the return fleet was Dirk Wolter van Nimwegen, master of the HERSTELDER (7181).","{""Seafarers""=>{""I""=>73, ""II""=>4, ""III""=>11, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7178.2,DRECHTERLAND,"Krook, Pieter",250,"",1736,Hoorn,Hoorn,17-10-1743,Batavia,17-01-1744,05-03-1744,"","",Hoorn,"Wrecked between the Cape and Patria, 19-05-1744.","{""Seafarers""=>{""I""=>73, ""II""=>3, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7179.1,DUINENBURG,"Jong, Jan de",650,"",1740,Zeeland,Enkhuizen,17-10-1743,Batavia,24-01-1744,05-03-1744,28-06-1744,Texel,Enkhuizen Hoorn,"","{""Seafarers""=>{""I""=>81, ""II""=>8, ""III""=>15, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7180.1,EENDRACHT,"Verleng, Jakob",1150,"",1742,Amsterdam,Amsterdam,17-10-1743,Batavia,09-01-1744,05-03-1744,17-06-1744,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>100, ""II""=>4, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7181.1,HERSTELDER,"Nimwegen, Dirk Wolter van",1150,"",bought 1741,Amsterdam,Zeeland,17-10-1743,Batavia,09-01-1744,05-03-1744,17-06-1744,Rammekens,Zeeland,The HERSTELDER was a man-of-war. Dirk Wolter van Nimwegen was commandeur of the return fleet.,"{""Seafarers""=>{""I""=>100, ""II""=>10, ""III""=>15, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7182.5,HOFVLIET,"Lakeman, Pieter",1000,"",1729,Rotterdam,Rotterdam,17-10-1743,Batavia,12-01-1744,05-03-1744,"","",Rotterdam,"Wrecked between the Cape and Patria, 19-05-1744.","{""Seafarers""=>{""I""=>75, ""II""=>2, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7183.1,IDA,"Blok, Roelof",650,"",1740,Enkhuizen,Delft,17-10-1743,Batavia,12-01-1744,05-03-1744,24-06-1744,Goeree,Delft,"","{""Seafarers""=>{""I""=>76, ""II""=>4, ""III""=>11, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7184.3,NIEUWERKERK,"Houthuizen, Willem",1135,"",1735,Zeeland,Zeeland,17-10-1743,Batavia,12-01-1744,05-03-1744,17-06-1744,Rammekens,Zeeland,"","{""Seafarers""=>{""I""=>89, ""II""=>7, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7185.3,SCHELLAG,"Uiterschouw, Anthonie",850,"",1736,Zeeland,Amsterdam,17-10-1743,Batavia,12-01-1744,05-03-1744,17.06-1744,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>95, ""II""=>2, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7186.1,ZAAMSLAG,"Breeder, Nanning",900,"",1741,Zeeland,Amsterdam,02-11-1743,Batavia,12-01-1744,21-01-1744,06-05-1744,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>118, ""II""=>3, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7187.3,HUIS TE RENSBURG,"Bruin, Barend de",850,"",1733,Zeeland,Amsterdam,29-12-1743,Batavia,04-05-1744,14-05-1744,29-08-1744,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>87, ""II""=>8, ""III""=>6, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7188.3,ARNESTIJN,"Verdoes, Bastiaan",575,"",1736,Zeeland,Delft,30-12-1743,Batavia,10-04-1744,18-04-1744,05-08-1744,Goeree,Delft,"","{""Seafarers""=>{""I""=>79, ""II""=>8, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7189.2,HUIS TER DUINE,"Mijsters, Jan",550,"",1739,Zeeland,Enkhuizen,30-12-1743,Batavia,31-03-1744,14-04-1744,04-08-1744,Texel,Enkhuizen Hoorn,"","{""Seafarers""=>{""I""=>76, ""II""=>5, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7190.3,HARTENLUST,"Bonekamp, Gijsbert",650,"",1734,Amsterdam,Amsterdam,30-12-1743,Batavia,12-04-1744,18-04-1744,04-08-1744,Texel,Amsterdam Rotterdam Delft Enkhuizen Hoorn,"","{""Soldiers""=>{""I""=>5, ""II""=>5, ""III""=>21, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7191.5,WESTKAPELLE,"Ingen, Jan van",850,"",1730,Zeeland,Zeeland,30-12-1743,Batavia,30-03-1744,18-04-1744,06-08-1744,Rammekens,Zeeland,"","{""Seafarers""=>{""I""=>102, ""II""=>3, ""III""=>5, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7192.3,NIEUWSTAD,"Quast, Dirk",650,"",1733,Hoorn,Amsterdam,10-01-1744,Bengal,26-03-1744,18-04-1744,04-08-1744,Texel,Amsterdam,"","{""Total""=>{""I""=>75, ""II""=>1, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7193.3,WESTHOVEN,"Quinje, Herman",650,"",1734,Zeeland,Zeeland,10-01-1744,Bengal,04-04-1744,18-04-1744,11-08-1744,Rammekens,Zeeland,"","{""Total""=>{""I""=>75, ""II""=>0, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7194.2,POLANEN,"Andriesz., Christiaan",650,"",1737,Amsterdam,Rotterdam,14-01-1744,Batavia,01-05-1744,14-05-1744,04-09-1744,Goeree,Rotterdam,"","{""Seafarers""=>{""I""=>11, ""II""=>2, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7195.4,GOIDSCHALXOORD,"Mout, Douwe Jansz.",850,fluit,1734,Amsterdam,Amsterdam,15-01-1744,Ceylon,31-01-1744,14-04-1744,05-08-1744,Texel,Amsterdam,The 122 men aboard the GOIDSCHALXOORD included 4 impotenten.,"{""Total""=>{""I""=>122, ""II""=>2, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7196.2,SARA JACOBA,"Reynders, Jan",1100,"",1737,Zeeland,Zeeland,15-01-1744,Ceylon,14-03-1744,18-04-1744,06-08-1744,Rammekens,Zeeland,"","{""Total""=>{""I""=>118, ""II""=>0, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7197.4,SCHEIJBEEK,"Bijland, Jan",850,"",1735,Amsterdam,Amsterdam,15-01-1744,Ceylon,30-03-1744,18-04-1744,05-08-1744,Texel,Amsterdam,The 118 men aboard the SCHEIJBEEK. included 4 impotenten.,"{""Total""=>{""I""=>118, ""II""=>0, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7198.3,GUNTERSTIJN,"Boer, Jan de",850,"",1736,Amsterdam,Amsterdam,17-01-1744,China,18-05-1744,"","","",Amsterdam,According to a letter from the Cape (29-06-1744) the GUNTERSTIJN was laid up and broken up in the Table Bay; its cargo had been transhipped into the FORTUIN (7201).,"{""Total""=>{""I""=>89, ""II""=>0, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7199.2,WELTEVREDEN,"Haring, Abraham",850,"",1740,Amsterdam,Amsterdam,19-01-1744,Batavia,05-06-1744,09-06-1744,02-10-1744,Texel,Amsterdam,According to K.A. 4390a Gerrit Bot was master; according to K.A. 2483: Andries van den Bos. The WELTEVREDEN did not call at the Cape but at False Bay.,"{""Seafarers""=>{""I""=>86, ""II""=>5, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7200.8,PATMOS,"Keizer, Michiel",810,"",1722,Rotterdam,Zeeland,21-01-1744,China,30-04-1744,14-05-1744,05-08-1744,Rammekens,Zeeland,According to K.A. 4390a the PATMOS arrived at the Rammekens on 29-08-1744.,"{""Total""=>{""I""=>88, ""II""=>1, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7201.1,FORTUIN,"Booys, Kornelis",600,"",1741,Amsterdam,Amsterdam,24-01-1744,Batavia,26-04-1744,30-06-1744,23-09-1744,Texel,"","The FORTUIN was a storeship. At the Cape it took over the cargo of the GUNTERSTIJN (see 7198). According to K.A. 4390a Jan de Boer, former master of the GUNTERSTIJN, was master of the FORTUIN when it arrived at Texel; if so, he probably embarked at the Cape.","{""Total""=>{""I""=>70, ""II""=>0, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7202.1,LIS,"Immers, Boudewijn",600,"",1738,Amsterdam,Hoorn,18-02-1744,Bengal,11-06-1744,07-08-1744,12-11-1744,Texel,Hoorn,The LIS did not call at the Cape but at False Bay.,"{""Total""=>{""I""=>65, ""II""=>0, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7203.3,STRIJEN,"",650,"",1735,Delft,Amsterdam, -03-1744,Batavia,"","","","","",Missing between Batavia and the Cape.,{}
7204.2,DISHOEK,"Captijn, Jan Hugo",665,"",1735,Zeeland,Rotterdam,10-10-1744,Batavia,01-01-1745,16-04-1745,27-08-1745,Goeree,Rotterdam Delft,"From 30-12-1744 till 01-01-1745 the DISHOEK was at anchor off Robben Island. Admiraal of the return fleet and of all other ships that departed from the Cape on 16-04-1745 was Johan Albert Sichterman, sailing aboard the WOITKENSDORP (7211); commandeur was Pieter Zwanendrecht, master of the POPKENSBURG (7207).","{""Seafarers""=>{""I""=>73, ""II""=>4, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7205.2,KRABBENDIJKE,"Gassels, Frans",830,"",1738,Zeeland,Amsterdam,10-10-1744,Batavia,01-01-1745,16-04-1745,24-08-1745,Texel,Amsterdam,From 30-12-1744 till 01-01-1745 the KRABBENDUKE was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>95, ""II""=>6, ""III""=>1, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7206.2,MAARSSEVEEN,"Koperslager, Jurriaan",850,"",1739,Amsterdam,Amsterdam,10-10-1744,Batavia,27-12-1744,16-04-1745,26-08-1745,Texel,Amsterdam,"","{""Seafarers""=>{""I""=>64, ""II""=>3, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7207.3,POPKENSBURG,"Zwanendrecht, Pieter",850,"",1732,Zeeland,Amsterdam,10-10-1744,Batavia,01-01-1745,16-04-1745,24-08-1745,Texel,Amsterdam Zeeland,Pieter Zwanendrecht was commandeur of the return fleet. From 30-12-1744 till 01-01-1745 the POPKENSBURG was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>99, ""II""=>5, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7208.2,TOLSDUIN,"Meer, Maarten van der",850,"",1741,Amsterdam,Amsterdam,10-10-1744,Batavia,03-01-1745,16-04-1745,24-08-1745,Texel,Amsterdam,"At the Cape a stowaway, found on the TOLSDUIN, embarked on the EENDRACHT, which set out to Batavia on 22-03-1745 (3309).","{""Seafarers""=>{""I""=>90, ""II""=>4, ""III""=>5, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7209.5,RUST EN WERK,"Jellesz., Pieter",650,"",1734,Delft,Delft,24-10-1744,Batavia,15-02-1745,16-04-1745,27-08-1745,Goeree,Delft Rotterdam,From 09 till 15-02-1745 the RUST EN WERK was at anchor off Robben Island.,"{""Seafarers""=>{""I""=>77, ""II""=>5, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7210.5,SIJBEKARSPEL,"Volkers, Hendrik",650,"",1729,Hoorn,Hoorn,24-10-1744,Batavia,28-01-1745,16-04-1745,25-08-1745,Texel,Hoorn Enkhuizen,"","{""Seafarers""=>{""I""=>76, ""II""=>4, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
