Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
7634.4,LYCOCHTON,"Stuiver, Klaas",880,"",1749,Enkhuizen,Hoorn,05-11-1762,Batavia,15-01-1763,02-02-1763,16-05-1763,Texel,Hoorn,The five passengers included one condemned person.,"{""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7635.4,OUDKARSPEL,"Braam, Willem van",1150,"",1747,Amsterdam,Amsterdam,05-11-1762,Batavia,15-01-1763,02-02-1763,16-05-1763,Texel,Amsterdam,"The master of the OUDKARSPEL, Willem van Braam, was commandeur of the return fleet. The nine passengers included one condemned person.","{""Soldiers""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7636.5,VOSMAAR,"Houtepen, Laurens",850,"",1746,Zeeland,Zeeland,05-11-1762,Batavia,25-01-1763,05-03-1763,27-06-1763,Rammekens,Zeeland,The seven passengers included one condemned person.,"{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7637.3,WALCHEREN,"Kornelisz., Hans",1150,"",1754,Zeeland,Zeeland,05-11-1762,Batavia,16-01-1763,02-02-1763,13-05-1763,Rammekens,Zeeland,The nine passengers included two condemned persons.,"{""Soldiers""=>{""I""=>17, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7639.1,ASCHAT,"Nannings, Kornelis",1150,"",1760,Amsterdam,Amsterdam,04-01-1763,China,27-03-1763,07-04-1763,03-07-1763,Texel,Amsterdam,Crew at the Cape: 107.,"{""Total""=>{""I""=>"""", ""II""=>0, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7641.3,ADMIRAAL DE RUYTER,"Hilverduin, Hendrik",1150,"",1749,Amsterdam,Zeeland,04-01-1763,China,24-05-1763,16-06-1763,18-09-1763,Rammekens,Zeeland,The ADMIRAAL DE RUYTER did not call at the Cape but at False Bay. Crew at False Bay: 110.,"{""Total""=>{""I""=>"""", ""II""=>2, ""III""=>5, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7643.3,VISVLIET,"",880,"",1752,Zeeland,Zeeland,19-01-1763,Bengal,"","","","",Zeeland,The VISVLIET was lost between Bengal and the Cape.,{}
7645.3,VELSEN,"Helmstrom, Laurens",1100,"",1756,Amsterdam,Amsterdam,20-01-1763,Batavia,04-05-1763,19-05-1763,22-08-1763,Texel,Amsterdam Rotterdam Delft Hoorn Enkhuizen,Crew at the Cape: 126.,"{""Total""=>{""I""=>"""", ""II""=>11, ""III""=>7, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7647.2,NOORD-BEVELAND,"Reysik, Jakob",1150,"",1756,Zeeland,Zeeland,22-02-1763,Ceylon,19-05-1763,05-07-1763,13-10-1763,Rammekens,Zeeland Amsterdam,The NOORD-BEVELAND did not call at the Cape but at False Bay. Crew at False Bay: 106.,"{""Total""=>{""I""=>"""", ""II""=>3, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7649.5,BAARZANDE,"Lew, Pieter de",850,"",1745,Hoorn,Enkhuizen,21-10-1763,Batavia,25-12-1763,11-01-1764,15-04-1764,Texel,Enkhuizen,"Crew at the Cape: 112. 3851/7649 was the fifth voyage of this ship, which during its first two voyages and the outward part of the third voyage was called JAGER (3612/7453).","{""Seafarers""=>{""I""=>"""", ""II""=>5, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7650.2,BLEISWIJK,"Bigom, Bartholomeus",880,"",1756,Delft,Delft,31-10-1763,Batavia,10-01-1764,02-02-1764,11-05-1764,Goeree,Delft,"The  five  passengers  included  two  condemned  persons. Commandeur of the return fleet is Willem Everdingen van der Nieuwpoort, master of the VROUWE GEERTRUIDA (7651).","{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7651.2,VROUWE GEERTRUIDA,"Nieuwpoort, Willem  Everdingen van der",1100,"",1757,Amsterdam,Amsterdam,02-11-1763,Batavia,04-01-1764,02-02-1764,11-05-1764,Texel,Amsterdam,"The master of the VROUWE GEERTRUIDA, Willem Everdingen van der Nieuwpoort, was commandeur of the return fleet.","{""Soldiers""=>{""I""=>15, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7652.5,NOORD NIEUWLAND,"Pietersen, Kornelis",880,"",1749,Rotterdam,Zeeland,02-11-1763,Batavia,11-01-1764,03-03-1764,10-06-1764,Rammekens,Zeeland,One source mentions Gerrit Reynders as master of the NOORD NIEUWLAND.,"{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7653.2,OUDERAMSTEL,"Bot, Simon",1100,"",1758,Amsterdam,Amsterdam,02-11-1763,Batavia,11-01-1764,02-02-1764,11-05-1764,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7654.1,BURCH,"Wagtels, Dirk",1150,"",1760,Zeeland,Zeeland,04-11-1763,Batavia,11-01-1764,02-02-1764,11-05-1764,Rammekens,Zeeland,"","{""Soldiers""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7655.3,BLIJDORP,"Broman, Pieter",880,"",1754,Rotterdam,Rotterdam,06-11-1763,Batavia,12-01-1764,02-02-1764,11-05-1764,Goeree,Rotterdam,Crew at the Cape: 117.,"{""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7656.4,OOSTHUIZEN,"Muller, Johan",850,"",1749,Hoorn,Hoorn,06-11-1763,Batavia,11-01-1764,02-02-1764,11-05-1764,Texel,Hoorn,The seven passengers included one condemned person.,"{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7658.2,OVERNES,"Hoist, Jan",1150,"",1754,Amsterdam,Amsterdam,21-11-1763,Ceylon,03-02-1764,03-03-1764,10-06-1764,Texel,Amsterdam,"Crew at the Cape: 135. 3810/7658 was the second voyage of this ship, which during its preceding voyage was called AMERONGEN (3664/7556).","{""Total""=>{""I""=>"""", ""II""=>0, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7660.6,SLOTEN,"Hagerop, Christiaan",1150,"",1746,Amsterdam,Amsterdam,31-12-1763,China,17-04-1764,29-04-1764,27-07-1764,Texel,Amsterdam,Crew at the Cape: 116.,"{""Total""=>{""I""=>"""", ""II""=>4, ""III""=>11, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7662.3,VLISSINGEN,"Hoeve, Johan Sigismund",880,"",1753,Zeeland,Zeeland,18-01-1764,Bengal,16-04-1764,29-04-1764,27-07-1764,Rammekens,Zeeland Delft,One  source  mentions  Pieter  Visser  as  master  of the VLISSINGEN. Crew at the Cape: 112,"{""Total""=>{""I""=>"""", ""II""=>0, ""III""=>3, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7664.2,SLOTERDIJK,"Stewer, Jan",1150,"",1754,Amsterdam,Amsterdam,25-01-1764,Batavia,"","","","",Amsterdam Rotterdam Delft Hoorn Enkhuizen,"Lost between Batavia and the Cape. 3811/7664 was the second voyage of this ship, which during its preceding voyage was called VROUWE REBECCA JACOBA (3668/7568).",{}
7666.4,VRIJBURG,"Wiebe, Jakob",1150,"",1748,Zeeland,Zeeland,07-02-1764,Ceylon,16-04-1764,29-04-1764,27-07-1764,Rammekens,Zeeland Amsterdam,Crew at the Cape: 121.,"{""Total""=>{""I""=>"""", ""II""=>4, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7668.3,VROUWE PETRONELLA,"Arkebout, Arie",880,"",1755,Enkhuizen,Enkhuizen,22-10-1764,Batavia,24-12-1764,11-01-1765,11-04-1765,Texel,Enkhuizen,"","{""Seafarers""=>{""I""=>98, ""II""=>0, ""III""=>5, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7669.1,BORSSELE,"Anker, Abraham in 't",1150,"",1758,Zeeland,Amsterdam,02-11-1764,Batavia,08-01-1765,11-02-1765,03-06-1765,Texel,Amsterdam,"Aboard the BORSSELE was Liebrecht Horeman, admiraal of the return fleet; the commandeur, Hendrik Booms, aboard the DUINENBURG (7671).","{""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7670.6,HUIS TEN DONK,"Wielard, Frederik",875,"",1745,Rotterdam,Delft,02-11-1764,Batavia,21-01-1765,11-02-1765,12-06-1765,Goeree,Delft,Crew at the Cape: 112,"{""Soldiers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7671.2,DUINENBURG,"Lehman, Michiel Godfried",1100,"",1757,Zeeland,Zeeland,02-11-1764,Batavia,21-01-1765,11-02-1765,12-06-1765,Rammekens,Zeeland,"Aboard the DUINENBURG was Hendrik Booms, commandeur of the return fleet. The 12 passengers included six slaves (of whom one female).","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7672.5,GOUVERNEUR-GENERAAL,"Harmeyer, Gerrit",850,"",1749,Delft,Amsterdam,02-11-1764,Batavia,04-02-1765,02-03-1765,15-06-1765,Texel,Amsterdam,The passenger was a condemned person.,"{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7673.2,JONGE LIEVE,"Collier, Edmond",1150,"",1759,Amsterdam,Amsterdam,02-11-1764,Batavia,04-02-1765,02-03-1765,15-06-1765,Texel,Amsterdam,The seven passengers included one slave.,"{""Soldiers""=>{""I""=>14, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7674.4,SNOEK,"Hendriksz., Jonas",880,"",1750,Zeeland,Zeeland,02-11-1764,Batavia,24-01-1765,11-02-1765,12-06-1765,Rammekens,Zeeland,"","{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7675.4,ERFPRINS,"Schoneman, Pieter",850,"",1752,Delft,Delft,03-11-1764,Batavia,27-01-1765,02-03-1765,15-06-1765,Goeree,Delft,"3859/7675 was the fourth voyage of this ship, which during its first two voyages was called DELFT (3696/7518).","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7676.4,VREDESTEIN,"Dodendorp, Jochem Hendrik",880,"",1750,Rotterdam,Rotterdam,10-11-1764,Batavia,21-01-1765,11-02-1765,12-06-1765,Goeree,Rotterdam,The six passengers included one slave.,"{""Seafarers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7678.3,HUIS TE BOEDE,"Graaf, Simon de",880,"",1753,Zeeland,Zeeland,16-11-1764,Bengal,04-02-1765,02-03-1765,13-06-1765,Rammekens,Zeeland,Crew at the Cape: 101.,"{""Total""=>{""I""=>"""", ""II""=>2, ""III""=>2, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7680.5,KIEVITSHEUVEL,"Kelger, Frederik",1150,"",1749,Amsterdam,Amsterdam,19-11-1764,Ceylon,15-01-1765,11-02-1765,03-06-1765,Texel,Amsterdam,Crew at the Cape: 128.,"{""Total""=>{""I""=>"""", ""II""=>1, ""III""=>9, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7682.1,HUIS OM,"Pietersen, Kornelis",1150,"",1761,Zeeland,Amsterdam,09-01-1765,China,01-05-1765,23-05-1765,15-09-1765,Texel,Amsterdam,The HUIS OM did not call at the Cape but at False Bay. Crew at False Bay: 106.,"{""Total""=>{""I""=>"""", ""II""=>3, ""III""=>8, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7684.1,'S LANDS WELVAREN,"Fruit, Pieter",880,"",1762,Amsterdam,Delft,09-01-1765,China,09-04-1765,21-04-1765,25-07-1765,Goeree,Delft,Crew at the Cape: 108.,"{""Total""=>{""I""=>"""", ""II""=>1, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7686.5,STRALEN,"Wagtendonk, Thomas van",850,"",1748,Enkhuizen,Hoorn,17-01-1765,Bengal,30-03-1765,14-04-1765,23-07-1765,Texel,Hoorn Enkhuizen Amsterdam,Crew at the Cape: 100.,"{""Total""=>{""I""=>"""", ""II""=>1, ""III""=>0, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7687.6,VOSMAAR,"Leertouwer, Anthonie",850,"",1746,Zeeland,Zeeland,29-01-1765,Batavia,25-04-1765,10-05-1765,27-08-1765,Rammekens,Zeeland,Crew at the Cape: 113.,"{""Soldiers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7688.4,JERUSALEM,"Fierman, Thijs",880,"",1753,Rotterdam,Amsterdam,30-01-1765,Batavia,30-04-1765,17-05-1765,31-08-1765,Texel,Amsterdam Rotterdam Delft Hoorn Enkhuizen,The six passengers included one condemned person.,"{""Soldiers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>6, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7690.5,LUXEMBURG,"Beys, Jan",1150,"",1750,Amsterdam,Amsterdam,01-02-1765,Ceylon,06-04-1765,21-04-1765,07-07-1765,Texel,Amsterdam,Crew at the Cape: 142.,"{""Total""=>{""I""=>"""", ""II""=>6, ""III""=>26, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7692.5,LYCOCHTON,"Nieman, Daniel",880,"",1749,Enkhuizen,Hoorn,22-10-1765,Batavia,20-12-1765,08-01-1766,18-04-1766,Texel,Hoorn,The four passengers included one condemned person. Crew at the Cape: 112.,"{""Seafarers""=>{""I""=>"""", ""II""=>4, ""III""=>4, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>12, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7693.6,BAARZANDE,"Bartels, Genit",850,"",1745,Hoorn,Enkhuizen,30-10-1765,Batavia,29-12-1765,03-02-1766,18-05-1766,Texel,Enkhuizen,"The commandeur of the retumfleet, Markus Tetting, was aboard the LAPIENENBURG (7697). 3910/7693 was the sixth voyage of this ship, which during its first two voyages and the third outward voyage was called JAGER (3612/7453).","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7694.3,VROUWE ELISABETH,"Breugel, Pieter",850,"",1755,Rotterdam,Rotterdam,30-10-1765,Batavia,07-01-1766,03-02-1766,19-05-1766,Goeree,Rotterdam,"","{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7695.3,'S-GRAVENZANDE,"Moorland, Jan",880,"",1754,Delft,Delft,30-10-1765,Batavia,29-12-1765,03-02-1766,17-05-1766,Goeree,Delft,"After the arrival of the ship at Goeree its name was altered into ERFPRINS (3985/7769, etc.).","{""Soldiers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7696.4,KEUKENHOF,"Dalen, Jan van",1150,"",1753,Amsterdam,Amsterdam,30-10-1765,Batavia,29-12-1765,03-02-1766,18-05-1766,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>8, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7697.3,LAPIENENBURG,"Jetting, Markus",1150,"",1753,Amsterdam,Amsterdam,30-10-1765,Batavia,30-12-1765,03-02-1766,18-05-1766,Texel,Amsterdam,The LAPIENENBURG was the commandeur-ship of the return fleet: master Markus Tetting was commandeur.,"{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7698.4,ADMIRAAL DE RUYTER,"Herault, Nikolaas",1150,"",1749,Amsterdam,Zeeland,30-10-1765,Batavia,06-01-1766,01-03-1766,14-06-1766,Rammekens,Zeeland,"","{""Soldiers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7699.3,TULPENBURG,"Clement, Pieter",1150,"",1750,Amsterdam,Amsterdam,30-10-1765,Batavia,27-12-1765,01-03-1766,15-06-1766,Texel,Amsterdam,"","{""Soldiers""=>{""I""=>9, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7700.2,ZUID-BEVELAND,"Kneu, Huibert van der",1100,"",1755,Zeeland,Zeeland,30-10-1765,Batavia,06-01-1766,03-02-1766,18-05-1766,Rammekens,Zeeland,"","{""Soldiers""=>{""I""=>11, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Craftsmen""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Impotenten""=>{""I""=>3, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>7, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
7702.4,SCHOLTENBURG,"Meyer, George Jakob",880,"",1753,Amsterdam,Amsterdam,16-11-1765,Bengal,06-02-1766,01-03-1766,15-06-1766,Texel,Amsterdam,Crew at the Cape: 104.,"{""Total""=>{""I""=>"""", ""II""=>3, ""III""=>5, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
